Date,Ticker,Adj Close,Close,High,Low,Open,Volume
2023-07-03,HDFCBANK.NS,1696.6318359375,1719.800048828125,1757.5,1710.0,1712.5,22052058.0
2023-07-03,INFY.NS,1309.278564453125,1333.699951171875,1346.0,1328.449951171875,1330.0,7732412.0
2023-07-03,RELIANCE.NS,2405.7919921875,2414.290283203125,2420.105224609375,2358.587158203125,2361.079345703125,6077193.0
2023-07-03,TCS.NS,3216.9931640625,3272.300048828125,3318.800048828125,3268.75,3314.300048828125,1687264.0
2023-07-04,HDFCBANK.NS,1704.9185791015625,1728.199951171875,1747.0,1713.800048828125,1723.449951171875,19397594.0
2023-07-04,INFY.NS,1320.5191650390625,1345.1500244140625,1346.0,1331.4000244140625,1344.300048828125,5797775.0
2023-07-04,RELIANCE.NS,2381.004638671875,2389.41552734375,2422.874267578125,2375.10888671875,2422.874267578125,4030821.0
2023-07-04,TCS.NS,3252.92529296875,3308.85009765625,3315.0,3277.300048828125,3290.0,1656681.0
2023-07-05,HDFCBANK.NS,1650.7581787109375,1673.300048828125,1720.0,1668.550048828125,1716.25,18582877.0
2023-07-05,INFY.NS,1322.6297607421875,1347.300048828125,1357.949951171875,1341.0,1357.8499755859375,5414936.0
2023-07-05,RELIANCE.NS,2377.095703125,2385.49267578125,2408.106201171875,2377.462646484375,2408.106201171875,5124031.0
2023-07-05,TCS.NS,3263.837646484375,3319.949951171875,3329.0,3305.0,3320.0,1453008.0
2023-07-06,HDFCBANK.NS,1652.435302734375,1675.0,1687.8499755859375,1660.4000244140625,1673.0,26078272.0
2023-07-06,INFY.NS,1319.2919921875,1343.9000244140625,1347.449951171875,1337.1500244140625,1342.550048828125,5963897.0
2023-07-06,RELIANCE.NS,2426.9921875,2435.5654296875,2440.826416015625,2377.693359375,2377.693359375,9558993.0
2023-07-06,TCS.NS,3266.737548828125,3322.89990234375,3328.449951171875,3302.0,3306.550048828125,1848238.0
2023-07-07,HDFCBANK.NS,1638.031982421875,1660.4000244140625,1675.0,1656.300048828125,1665.0,9963168.0
2023-07-07,INFY.NS,1305.8427734375,1330.199951171875,1345.800048828125,1325.3499755859375,1334.0,6295647.0
2023-07-07,RELIANCE.NS,2422.255615234375,2430.81201171875,2459.748046875,2425.64306640625,2432.104248046875,6687633.0
2023-07-07,TCS.NS,3272.980224609375,3329.25,3356.89990234375,3302.0,3302.0,1789326.0
2023-07-10,HDFCBANK.NS,1634.1351318359375,1656.449951171875,1676.75,1649.699951171875,1661.0,19199221.0
2023-07-10,INFY.NS,1304.81201171875,1329.1500244140625,1341.9000244140625,1319.300048828125,1336.550048828125,3940315.0
2023-07-10,RELIANCE.NS,2515.564208984375,2524.4501953125,2543.787109375,2469.024169921875,2481.853759765625,16620008.0
2023-07-10,TCS.NS,3216.648681640625,3271.949951171875,3324.75,3265.199951171875,3324.75,1407431.0
2023-07-11,HDFCBANK.NS,1626.193603515625,1648.4000244140625,1676.0,1645.5,1663.0,25335213.0
2023-07-11,INFY.NS,1323.90576171875,1348.5999755859375,1350.9000244140625,1327.0,1333.449951171875,6126128.0
2023-07-11,RELIANCE.NS,2542.834716796875,2551.817138671875,2556.708984375,2526.803955078125,2540.92578125,10034674.0
2023-07-11,TCS.NS,3217.091064453125,3272.39990234375,3295.0,3260.800048828125,3295.0,1110172.0
2023-07-12,HDFCBANK.NS,1610.95166015625,1632.949951171875,1666.300048828125,1627.1500244140625,1655.3499755859375,35479179.0
2023-07-12,INFY.NS,1308.8861083984375,1333.300048828125,1351.9000244140625,1327.0,1351.0,8102770.0
2023-07-12,RELIANCE.NS,2545.639892578125,2554.63232421875,2586.2451171875,2549.001953125,2553.2939453125,9366917.0
2023-07-12,TCS.NS,3204.80224609375,3259.89990234375,3289.14990234375,3250.10009765625,3280.949951171875,1515240.0
2023-07-13,HDFCBANK.NS,1618.991943359375,1641.0999755859375,1657.449951171875,1638.050048828125,1656.699951171875,20956773.0
2023-07-13,INFY.NS,1340.103759765625,1365.0999755859375,1376.800048828125,1330.8499755859375,1334.9000244140625,9977644.0
2023-07-13,RELIANCE.NS,2522.876220703125,2531.7880859375,2583.47607421875,2526.48095703125,2569.538818359375,7341467.0
2023-07-13,TCS.NS,3284.089599609375,3340.550048828125,3367.449951171875,3272.75,3284.0,4585146.0
2023-07-14,HDFCBANK.NS,1622.34619140625,1644.5,1653.5999755859375,1635.0,1653.5999755859375,12363607.0
2023-07-14,INFY.NS,1399.8394775390625,1425.949951171875,1430.0,1380.6500244140625,1380.6500244140625,12833381.0
2023-07-14,RELIANCE.NS,2520.7607421875,2529.665283203125,2548.309814453125,2515.266357421875,2538.2490234375,7562072.0
2023-07-14,TCS.NS,3455.24658203125,3514.64990234375,3524.85009765625,3352.0,3365.0,6306101.0
2023-07-17,HDFCBANK.NS,1656.28271484375,1678.9000244140625,1682.0,1633.0,1650.0,24626464.0
2023-07-17,INFY.NS,1396.8944091796875,1422.949951171875,1458.949951171875,1414.300048828125,1425.949951171875,11569884.0
2023-07-17,RELIANCE.NS,2572.266845703125,2581.353271484375,2598.290283203125,2517.943115234375,2535.480224609375,11110020.0
2023-07-17,TCS.NS,3432.684814453125,3491.699951171875,3549.89990234375,3477.050048828125,3510.0,2743228.0
2023-07-18,HDFCBANK.NS,1654.901611328125,1677.5,1704.0,1670.0,1698.0,40538409.0
2023-07-18,INFY.NS,1448.1876220703125,1475.199951171875,1477.949951171875,1429.0,1434.0,16743977.0
2023-07-18,RELIANCE.NS,2594.11083984375,2603.2744140625,2618.96533203125,2577.93798828125,2600.090087890625,12933656.0
2023-07-18,TCS.NS,3437.747802734375,3496.85009765625,3524.0,3465.0,3476.0,2600090.0
2023-07-19,HDFCBANK.NS,1662.399169921875,1685.0999755859375,1688.75,1675.0,1681.0999755859375,16467567.0
2023-07-19,INFY.NS,1447.942138671875,1474.949951171875,1498.800048828125,1460.699951171875,1486.0,13687062.0
2023-07-19,RELIANCE.NS,2613.79345703125,2623.026611328125,2636.087158203125,2581.630126953125,2612.089111328125,19561078.0
2023-07-19,TCS.NS,3411.400634765625,3470.050048828125,3516.85009765625,3445.64990234375,3500.0,2405370.0
2023-07-20,HDFCBANK.NS,1666.0,1688.75,1692.0,1680.0,1681.1500244140625,28105474.0
2023-07-20,INFY.NS,1422.9583740234375,1449.5,1471.0,1440.699951171875,1471.0,8347221.0
2023-07-20,RELIANCE.NS,2610.628173828125,2619.85009765625,2630.949951171875,2580.0,2580.0,19358812.0
2023-07-20,TCS.NS,3413.618408203125,3463.300048828125,3478.89990234375,3436.050048828125,3453.10009765625,1715404.0
2023-07-21,HDFCBANK.NS,1653.1751708984375,1675.75,1689.800048828125,1673.25,1680.0,21077124.0
2023-07-21,INFY.NS,1307.2171630859375,1331.5999755859375,1350.0,1305.0,1320.199951171875,45548305.0
2023-07-21,RELIANCE.NS,2529.8134765625,2538.75,2614.89990234375,2523.60009765625,2609.0,15124619.0
2023-07-21,TCS.NS,3319.9814453125,3368.300048828125,3434.89990234375,3359.050048828125,3404.050048828125,3770223.0
2023-07-24,HDFCBANK.NS,1655.7894287109375,1678.4000244140625,1684.6500244140625,1670.0999755859375,1678.5,16089722.0
2023-07-24,INFY.NS,1312.1256103515625,1336.5999755859375,1349.9000244140625,1334.25,1341.0,8859789.0
2023-07-24,RELIANCE.NS,2478.644287109375,2487.39990234375,2514.949951171875,2469.300048828125,2481.0,11863933.0
2023-07-24,TCS.NS,3346.0517578125,3394.75,3413.449951171875,3372.10009765625,3381.0,1680132.0
2023-07-25,HDFCBANK.NS,1673.7442626953125,1696.5999755859375,1699.0,1678.4000244140625,1684.6500244140625,27996298.0
2023-07-25,INFY.NS,1310.1622314453125,1334.5999755859375,1342.8499755859375,1324.25,1337.0,6801982.0
2023-07-25,RELIANCE.NS,2477.050048828125,2485.800048828125,2505.199951171875,2480.0,2494.0,6013010.0
2023-07-25,TCS.NS,3350.388427734375,3399.14990234375,3406.800048828125,3380.199951171875,3397.5,1272980.0
2023-07-26,HDFCBANK.NS,1667.9237060546875,1690.699951171875,1699.5999755859375,1688.0,1699.5999755859375,12397179.0
2023-07-26,INFY.NS,1324.1512451171875,1348.8499755859375,1350.0,1339.4000244140625,1343.0,5528885.0
2023-07-26,RELIANCE.NS,2517.3076171875,2526.199951171875,2547.0,2485.0,2485.0,6455506.0
2023-07-26,TCS.NS,3339.6943359375,3388.300048828125,3420.85009765625,3385.0,3400.35009765625,1066803.0
2023-07-27,HDFCBANK.NS,1650.6102294921875,1673.1500244140625,1703.0,1667.449951171875,1699.9000244140625,29870651.0
2023-07-27,INFY.NS,1328.37255859375,1353.1500244140625,1363.800048828125,1347.050048828125,1358.5999755859375,9191861.0
2023-07-27,RELIANCE.NS,2493.890380859375,2502.699951171875,2537.64990234375,2490.35009765625,2534.050048828125,8613449.0
2023-07-27,TCS.NS,3348.170654296875,3396.89990234375,3411.64990234375,3385.050048828125,3394.949951171875,1701769.0
2023-07-28,HDFCBANK.NS,1621.359619140625,1643.5,1668.9000244140625,1641.0999755859375,1661.5,20507842.0
2023-07-28,INFY.NS,1315.9542236328125,1340.5,1363.8499755859375,1336.0,1353.8499755859375,6122735.0
2023-07-28,RELIANCE.NS,2518.9521484375,2527.85009765625,2542.85009765625,2500.550048828125,2512.050048828125,10413926.0
2023-07-28,TCS.NS,3307.26611328125,3355.39990234375,3393.699951171875,3331.0,3385.0,2599831.0
2023-07-31,HDFCBANK.NS,1628.955810546875,1651.199951171875,1656.800048828125,1638.699951171875,1650.050048828125,17282503.0
2023-07-31,INFY.NS,1330.875732421875,1355.699951171875,1357.5,1333.25,1348.75,7902180.0
2023-07-31,RELIANCE.NS,2540.276611328125,2549.25,2553.89990234375,2517.949951171875,2527.85009765625,4275587.0
2023-07-31,TCS.NS,3372.368896484375,3421.449951171875,3426.64990234375,3360.89990234375,3364.39990234375,2743678.0
2023-08-01,HDFCBANK.NS,1639.8570556640625,1662.25,1667.449951171875,1650.0,1654.449951171875,17697094.0
2023-08-01,INFY.NS,1340.201904296875,1365.199951171875,1369.0,1357.0,1362.0,6064652.0
2023-08-01,RELIANCE.NS,2504.353515625,2513.199951171875,2559.0,2505.300048828125,2555.0,4768316.0
2023-08-01,TCS.NS,3402.52978515625,3452.050048828125,3460.0,3415.0,3415.0,1956167.0
2023-08-02,HDFCBANK.NS,1618.4000244140625,1640.5,1651.5,1633.1500244140625,1642.0,14058161.0
2023-08-02,INFY.NS,1332.0047607421875,1356.8499755859375,1371.949951171875,1348.449951171875,1369.300048828125,7419145.0
2023-08-02,RELIANCE.NS,2477.59814453125,2486.35009765625,2512.0,2463.60009765625,2509.199951171875,6374107.0
2023-08-02,TCS.NS,3391.29345703125,3440.64990234375,3446.39990234375,3413.60009765625,3434.949951171875,1914899.0
2023-08-03,HDFCBANK.NS,1606.709716796875,1628.6500244140625,1651.3499755859375,1623.0,1640.0,28836973.0
2023-08-03,INFY.NS,1339.318359375,1364.300048828125,1366.550048828125,1349.0,1350.0,6503741.0
